name,region,year,income,population,lifeExpectancy

Angola,Sub-Saharan Africa,1990,2777.42,8290856.0,41.99

Angola,Sub-Saharan Africa,1991,2730.85,8490763.0,42.16

Angola,Sub-Saharan Africa,1992,2627.85,8735988.0,42.32

Angola,Sub-Saharan Africa,1993,1869.92,8961438.0,42.46

Angola,Sub-Saharan Africa,1994,1851.45,9170032.0,42.59

Angola,Sub-Saharan Africa,1995,1989.02,9421477.0,42.7

Angola,Sub-Saharan Africa,1996,2157.35,9660081.0,42.82

Angola,Sub-Saharan Africa,1997,2277.14,9875024.0,42.96

Angola,Sub-Saharan Africa,1998,2384.48,10071442.0,43.12

Angola,Sub-Saharan Africa,1999,2417.18,10263229.0,43.32

Angola,Sub-Saharan Africa,2000,2446.65,10442812.0,43.56

Angola,Sub-Saharan Africa,2001,2479.69,10623424.0,43.86
Angola,Sub-Saharan Africa,2002,2773.29,10866106.0,44.22
Angola,Sub-Saharan Africa,2003,2785.39,11186202.0,44.61
Angola,Sub-Saharan Africa,2004,3007.11,11521432.0,45.05
Angola,Sub-Saharan Africa,2005,3533.0,11827315.0,45.52
Angola,Sub-Saharan Africa,2006,4069.56,12127071.0,46.02
Angola,Sub-Saharan Africa,2007,4755.46,12420476.0,46.54
Angola,Sub-Saharan Africa,2008,5228.74,12707546.0,47.06
Benin,Sub-Saharan Africa,1990,1165.47,4676077.0,53.84
Benin,Sub-Saharan Africa,1991,1181.65,4828814.0,54.34
Benin,Sub-Saharan Africa,1992,1191.21,4981671.0,54.86
Benin,Sub-Saharan Africa,1993,1177.91,5214220.0,55.38
Benin,Sub-Saharan Africa,1994,1168.53,5487359.0,55.89
Benin,Sub-Saharan Africa,1995,1176.67,5700089.0,56.38
Benin,Sub-Saharan Africa,1996,1202.15,5886094.0,56.84
Benin,Sub-Saharan Africa,1997,1232.98,6066080.0,57.26
Benin,Sub-Saharan Africa,1998,1251.88,6248686.0,57.64
Benin,Sub-Saharan Africa,1999,1272.8,6435871.0,58.0
Benin,Sub-Saharan Africa,2000,1307.57,6627964.0,58.34
Benin,Sub-Saharan Africa,2001,1333.3,6824931.0,58.68
Benin,Sub-Saharan Africa,2002,1372.88,7026113.0,59.02
Benin,Sub-Saharan Africa,2003,1386.05,7230693.0,59.38
Benin,Sub-Saharan Africa,2004,1389.13,7438437.0,59.77
Benin,Sub-Saharan Africa,2005,1390.0,7649360.0,60.17
Benin,Sub-Saharan Africa,2006,1402.94,7862944.0,60.6
Benin,Sub-Saharan Africa,2007,1428.15,8078314.0,61.03
Benin,Sub-Saharan Africa,2008,1459.07,8294941.0,61.47
Botswana,Sub-Saharan Africa,1990,7829.23,1263643.0,64.24
Botswana,Sub-Saharan Africa,1991,7964.58,1301796.0,63.97
Botswana,Sub-Saharan Africa,1992,7954.11,1342614.0,63.38
Botswana,Sub-Saharan Africa,1993,7860.65,1385749.0,62.47
Botswana,Sub-Saharan Africa,1994,7898.05,1427426.0,61.26
Botswana,Sub-Saharan Africa,1995,8030.48,1466989.0,59.76
Botswana,Sub-Saharan Africa,1996,8281.92,1503652.0,57.98
Botswana,Sub-Saharan Africa,1997,8647.14,1536536.0,56.05
Botswana,Sub-Saharan Africa,1998,8990.98,1564950.0,54.08
Botswana,Sub-Saharan Africa,1999,9416.67,1588505.0,52.21
Botswana,Sub-Saharan Africa,2000,10107.99,1607069.0,50.65
Botswana,Sub-Saharan Africa,2001,10543.61,1620848.0,49.59
Botswana,Sub-Saharan Africa,2002,11003.61,1630347.0,49.11
Botswana,Sub-Saharan Africa,2003,11391.09,1636213.0,49.22
Botswana,Sub-Saharan Africa,2004,11722.59,1639231.0,49.87
Botswana,Sub-Saharan Africa,2005,12057.0,1640115.0,50.92
Botswana,Sub-Saharan Africa,2006,12574.18,1639833.0,52.17
Botswana,Sub-Saharan Africa,2007,13010.7,1639131.0,53.39
Botswana,Sub-Saharan Africa,2008,13240.06,1638393.0,54.4
Burkina Faso,Sub-Saharan Africa,1990,880.17,8335771.0,47.42
Burkina Faso,Sub-Saharan Africa,1991,938.09,8603238.0,47.65
Burkina Faso,Sub-Saharan Africa,1992,931.75,8878303.0,47.89
Burkina Faso,Sub-Saharan Africa,1993,895.91,9159653.0,48.14
Burkina Faso,Sub-Saharan Africa,1994,878.97,9467871.0,48.41
Burkina Faso,Sub-Saharan Africa,1995,889.91,9772602.0,48.7
Burkina Faso,Sub-Saharan Africa,1996,929.21,10060724.0,49.01
Burkina Faso,Sub-Saharan Africa,1997,946.29,10352843.0,49.34
Burkina Faso,Sub-Saharan Africa,1998,978.6,10652495.0,49.68
Burkina Faso,Sub-Saharan Africa,1999,1009.59,10975109.0,50.02
Burkina Faso,Sub-Saharan Africa,2000,1001.48,11308552.0,50.37
Burkina Faso,Sub-Saharan Africa,2001,1029.97,11732326.0,50.72
Burkina Faso,Sub-Saharan Africa,2002,1037.65,12251209.0,51.07
Burkina Faso,Sub-Saharan Africa,2003,1080.53,12705775.0,51.42
Burkina Faso,Sub-Saharan Africa,2004,1096.85,13092647.0,51.76
Burkina Faso,Sub-Saharan Africa,2005,1140.0,13491736.0,52.09
Burkina Faso,Sub-Saharan Africa,2006,1175.51,13902972.0,52.42
Burkina Faso,Sub-Saharan Africa,2007,1189.88,14326203.0,52.74
Burkina Faso,Sub-Saharan Africa,2008,1223.52,14761339.0,53.06
Burundi,Sub-Saharan Africa,1990,630.44,5505113.0,46.36
Burundi,Sub-Saharan Africa,1991,646.51,5636676.0,45.76
Burundi,Sub-Saharan Africa,1992,631.7,5809236.0,45.27
Burundi,Sub-Saharan Africa,1993,613.04,5632915.0,44.96
Burundi,Sub-Saharan Africa,1994,585.18,5681513.0,44.85
Burundi,Sub-Saharan Africa,1995,507.2,6077812.0,44.95
Burundi,Sub-Saharan Africa,1996,462.85,6100754.0,45.23
Burundi,Sub-Saharan Africa,1997,463.12,6121610.0,45.61
Burundi,Sub-Saharan Africa,1998,473.7,6271409.0,46.03
Burundi,Sub-Saharan Africa,1999,455.41,6458283.0,46.47
Burundi,Sub-Saharan Africa,2000,443.76,6621126.0,46.9
Burundi,Sub-Saharan Africa,2001,440.51,6810307.0,47.33
Burundi,Sub-Saharan Africa,2002,446.4,7021078.0,47.77
Burundi,Sub-Saharan Africa,2003,427.14,7251827.0,48.22
Burundi,Sub-Saharan Africa,2004,431.76,7516212.0,48.69
Burundi,Sub-Saharan Africa,2005,420.08,7795426.0,49.15
Burundi,Sub-Saharan Africa,2006,432.95,8090068.0,49.61
Burundi,Sub-Saharan Africa,2007,439.64,8390505.0,50.06
Burundi,Sub-Saharan Africa,2008,450.54,8691005.0,50.51
Cameroon,Sub-Saharan Africa,1990,2036.08,11778594.0,55.08
Cameroon,Sub-Saharan Africa,1991,1903.16,12122404.0,54.91
Cameroon,Sub-Saharan Africa,1992,1793.16,12467171.0,54.66
Cameroon,Sub-Saharan Africa,1993,1688.77,12814205.0,54.34
Cameroon,Sub-Saharan Africa,1994,1603.04,13161203.0,53.98
Cameroon,Sub-Saharan Africa,1995,1613.97,13504356.0,53.59
Cameroon,Sub-Saharan Africa,1996,1652.43,13848792.0,53.18
Cameroon,Sub-Saharan Africa,1997,1694.34,14195809.0,52.75
Cameroon,Sub-Saharan Africa,1998,1736.44,14543246.0,52.31
Cameroon,Sub-Saharan Africa,1999,1770.65,14889962.0,51.9
Cameroon,Sub-Saharan Africa,2000,1803.44,15233673.0,51.52
Cameroon,Sub-Saharan Africa,2001,1857.15,15577246.0,51.19
Cameroon,Sub-Saharan Africa,2002,1934.01,15929988.0,50.93
Cameroon,Sub-Saharan Africa,2003,1967.39,16286408.0,50.74
Cameroon,Sub-Saharan Africa,2004,1997.11,16637276.0,50.64
Cameroon,Sub-Saharan Africa,2005,1995.0,16988132.0,50.62
Cameroon,Sub-Saharan Africa,2006,2003.19,17340702.0,50.7
Cameroon,Sub-Saharan Africa,2007,2012.18,17696293.0,50.87
Cameroon,Sub-Saharan Africa,2008,2013.83,18054929.0,51.1
Cape Verde,Sub-Saharan Africa,1990,1587.89,349264.0,65.93
Cape Verde,Sub-Saharan Africa,1993,1524.74,367520.0,66.97
Cape Verde,Sub-Saharan Africa,1994,1600.25,373163.0,67.28
Cape Verde,Sub-Saharan Africa,1995,1700.27,378520.0,67.57
Cape Verde,Sub-Saharan Africa,1996,1788.78,383584.0,67.84
Cape Verde,Sub-Saharan Africa,1997,1902.83,388383.0,68.12
Cape Verde,Sub-Saharan Africa,1998,2018.62,392941.0,68.4
Cape Verde,Sub-Saharan Africa,1999,2168.69,397270.0,68.68
Cape Verde,Sub-Saharan Africa,2000,2291.29,401343.0,68.98
Cape Verde,Sub-Saharan Africa,2001,2406.57,405163.0,69.28
Cape Verde,Sub-Saharan Africa,2002,2505.29,408760.0,69.59
Cape Verde,Sub-Saharan Africa,2003,2600.55,412137.0,69.9
Cape Verde,Sub-Saharan Africa,2004,2692.59,415294.0,70.21
Cape Verde,Sub-Saharan Africa,2005,2831.0,418224.0,70.52
Cape Verde,Sub-Saharan Africa,2006,3078.92,420979.0,70.82
Cape Verde,Sub-Saharan Africa,2007,3274.76,423613.0,71.11
Cape Verde,Sub-Saharan Africa,2008,3384.72,426113.0,71.4
Chad,Sub-Saharan Africa,1990,999.11,6022856.0,51.21
Chad,Sub-Saharan Africa,1991,1065.94,6232340.0,51.2
Chad,Sub-Saharan Africa,1992,1058.06,6429417.0,51.14
Chad,Sub-Saharan Africa,1993,1003.69,6655731.0,51.03
Chad,Sub-Saharan Africa,1994,1023.26,6886696.0,50.88
Chad,Sub-Saharan Africa,1995,995.98,7103883.0,50.68
Chad,Sub-Saharan Africa,1996,995.1,7329462.0,50.45
Chad,Sub-Saharan Africa,1997,1004.96,7562011.0,50.18
Chad,Sub-Saharan Africa,1998,1048.81,7804481.0,49.89
Chad,Sub-Saharan Africa,1999,1039.29,8058514.0,49.59
Chad,Sub-Saharan Africa,2000,1017.03,8316481.0,49.3
Chad,Sub-Saharan Africa,2001,1084.2,8573507.0,49.03
Chad,Sub-Saharan Africa,2002,1156.18,8835739.0,48.81
Chad,Sub-Saharan Africa,2003,1287.08,9103618.0,48.63
Chad,Sub-Saharan Africa,2004,1669.42,9377194.0,48.52
Chad,Sub-Saharan Africa,2005,1749.0,9657069.0,48.48
Chad,Sub-Saharan Africa,2006,1708.94,9944201.0,48.51
Chad,Sub-Saharan Africa,2007,1670.3,10238807.0,48.61
Chad,Sub-Saharan Africa,2008,1622.41,10541156.0,48.76
Comoros,Sub-Saharan Africa,1990,1286.8,429010.0,56.43
Comoros,Sub-Saharan Africa,1991,1183.07,441427.0,57.04
Comoros,Sub-Saharan Africa,1992,1246.91,454429.0,57.64
Comoros,Sub-Saharan Africa,1993,1247.05,468010.0,58.24
Comoros,Sub-Saharan Africa,1994,1146.29,482162.0,58.82
Comoros,Sub-Saharan Africa,1995,1209.23,496906.0,59.37
Comoros,Sub-Saharan Africa,1996,1158.46,512197.0,59.9
Comoros,Sub-Saharan Africa,1997,1173.62,527982.0,60.41
Comoros,Sub-Saharan Africa,1998,1148.85,544267.0,60.9
Comoros,Sub-Saharan Africa,1999,1137.89,561063.0,61.38
Comoros,Sub-Saharan Africa,2000,1090.79,578400.0,61.85
Comoros,Sub-Saharan Africa,2001,1083.42,596202.0,62.31
Comoros,Sub-Saharan Africa,2002,1075.81,614382.0,62.76
Comoros,Sub-Saharan Africa,2003,1070.95,632948.0,63.2
Comoros,Sub-Saharan Africa,2004,1083.02,651901.0,63.64
Comoros,Sub-Saharan Africa,2005,1063.0,671247.0,64.08
Comoros,Sub-Saharan Africa,2006,1054.06,690948.0,64.51
Comoros,Sub-Saharan Africa,2007,1037.46,710960.0,64.94
Comoros,Sub-Saharan Africa,2008,1026.03,731281.0,65.36
"Congo, Dem. Rep.",Sub-Saharan Africa,1990,595.59,39064041.0,47.79
"Congo, Dem. Rep.",Sub-Saharan Africa,1991,527.67,40388906.0,47.68
"Congo, Dem. Rep.",Sub-Saharan Africa,1992,465.07,41672143.0,47.45
"Congo, Dem. Rep.",Sub-Saharan Africa,1993,395.61,43055943.0,47.12
"Congo, Dem. Rep.",Sub-Saharan Africa,1994,373.44,44539132.0,46.71
"Congo, Dem. Rep.",Sub-Saharan Africa,1995,367.22,46343432.0,46.29
"Congo, Dem. Rep.",Sub-Saharan Africa,1996,362.19,47265530.0,45.96
"Congo, Dem. Rep.",Sub-Saharan Africa,1997,343.52,47798986.0,45.79
"Congo, Dem. Rep.",Sub-Saharan Africa,1998,335.86,48877408.0,45.8
"Congo, Dem. Rep.",Sub-Saharan Africa,1999,316.71,50400431.0,46.0
"Congo, Dem. Rep.",Sub-Saharan Africa,2000,292.45,52021832.0,46.34
"Congo, Dem. Rep.",Sub-Saharan Africa,2001,281.91,53682112.0,46.75
"Congo, Dem. Rep.",Sub-Saharan Africa,2002,287.38,55379852.0,47.13
"Congo, Dem. Rep.",Sub-Saharan Africa,2003,299.49,57124974.0,47.4
"Congo, Dem. Rep.",Sub-Saharan Africa,2004,314.52,58919207.0,47.57
"Congo, Dem. Rep.",Sub-Saharan Africa,2005,330.0,60764490.0,47.63
"Congo, Dem. Rep.",Sub-Saharan Africa,2006,338.29,62660551.0,47.63
"Congo, Dem. Rep.",Sub-Saharan Africa,2007,348.98,64606759.0,47.63
"Congo, Dem. Rep.",Sub-Saharan Africa,2008,359.38,66604314.0,47.68
"Congo, Rep.",Sub-Saharan Africa,1990,4066.16,2264842.0,59.26
"Congo, Rep.",Sub-Saharan Africa,1991,4036.64,2336155.0,58.76
"Congo, Rep.",Sub-Saharan Africa,1992,4016.24,2409073.0,58.16
"Congo, Rep.",Sub-Saharan Africa,1993,3850.64,2487553.0,57.5
"Congo, Rep.",Sub-Saharan Africa,1994,3523.16,2568840.0,56.8
"Congo, Rep.",Sub-Saharan Africa,1995,3554.39,2648529.0,56.09
"Congo, Rep.",Sub-Saharan Africa,1996,3596.92,2729757.0,55.41
"Congo, Rep.",Sub-Saharan Africa,1997,3484.16,2800947.0,54.8
"Congo, Rep.",Sub-Saharan Africa,1998,3516.06,2878481.0,54.28
"Congo, Rep.",Sub-Saharan Africa,1999,3304.52,2970784.0,53.87
"Congo, Rep.",Sub-Saharan Africa,2000,3423.52,3102404.0,53.58
"Congo, Rep.",Sub-Saharan Africa,2001,3397.84,3238410.0,53.39
"Congo, Rep.",Sub-Saharan Africa,2002,3484.06,3328795.0,53.29
"Congo, Rep.",Sub-Saharan Africa,2003,3425.54,3412576.0,53.24
"Congo, Rep.",Sub-Saharan Africa,2004,3455.04,3502035.0,53.24
"Congo, Rep.",Sub-Saharan Africa,2005,3621.0,3602269.0,53.28
"Congo, Rep.",Sub-Saharan Africa,2006,3738.39,3702314.0,53.35
"Congo, Rep.",Sub-Saharan Africa,2007,3575.55,3800610.0,53.46
"Congo, Rep.",Sub-Saharan Africa,2008,3668.41,3903318.0,53.59
Cote d'Ivoire,Sub-Saharan Africa,1990,1760.42,11981454.0,57.3
Cote d'Ivoire,Sub-Saharan Africa,1991,1692.62,12461399.0,57.31
Cote d'Ivoire,Sub-Saharan Africa,1992,1648.07,12772596.0,57.26
Cote d'Ivoire,Sub-Saharan Africa,1993,1598.85,13139524.0,57.16
Cote d'Ivoire,Sub-Saharan Africa,1994,1577.61,13582754.0,57.0
Cote d'Ivoire,Sub-Saharan Africa,1995,1640.62,13988434.0,56.79
Cote d'Ivoire,Sub-Saharan Africa,1996,1724.0,14336812.0,56.53
Cote d'Ivoire,Sub-Saharan Africa,1997,1786.27,14625967.0,56.24
Cote d'Ivoire,Sub-Saharan Africa,1998,1840.24,14878476.0,55.94
Cote d'Ivoire,Sub-Saharan Africa,1999,1830.03,15200755.0,55.66
Cote d'Ivoire,Sub-Saharan Africa,2000,1746.31,15563387.0,55.45
Cote d'Ivoire,Sub-Saharan Africa,2001,1710.01,15909606.0,55.32
Cote d'Ivoire,Sub-Saharan Africa,2002,1648.8,16252726.0,55.3
Cote d'Ivoire,Sub-Saharan Africa,2003,1587.23,16595981.0,55.4
Cote d'Ivoire,Sub-Saharan Africa,2004,1579.42,16944598.0,55.61
Cote d'Ivoire,Sub-Saharan Africa,2005,1575.0,17298040.0,55.94
Cote d'Ivoire,Sub-Saharan Africa,2006,1540.28,17654843.0,56.36
Cote d'Ivoire,Sub-Saharan Africa,2007,1519.12,18013409.0,56.84
Cote d'Ivoire,Sub-Saharan Africa,2008,1509.24,18373060.0,57.34
Equatorial Guinea,Sub-Saharan Africa,1990,1027.71,368379.0,46.74
Equatorial Guinea,Sub-Saharan Africa,1991,1048.47,378008.0,47.13
Equatorial Guinea,Sub-Saharan Africa,1992,1132.06,387838.0,47.48
Equatorial Guinea,Sub-Saharan Africa,1993,1172.91,397863.0,47.8
Equatorial Guinea,Sub-Saharan Africa,1994,1201.49,408095.0,48.09
Equatorial Guinea,Sub-Saharan Africa,1995,1337.98,418534.0,48.32
Equatorial Guinea,Sub-Saharan Africa,1996,1684.68,429158.0,48.49
Equatorial Guinea,Sub-Saharan Africa,1997,2814.48,439971.0,48.61
Equatorial Guinea,Sub-Saharan Africa,1998,3349.46,450938.0,48.68
Equatorial Guinea,Sub-Saharan Africa,1999,4623.26,462037.0,48.72
Equatorial Guinea,Sub-Saharan Africa,2000,5240.45,473216.0,48.74
Equatorial Guinea,Sub-Saharan Africa,2001,7192.38,484425.0,48.77
Equatorial Guinea,Sub-Saharan Africa,2002,7703.5,495627.0,48.82
Equatorial Guinea,Sub-Saharan Africa,2003,8913.56,506800.0,48.92
Equatorial Guinea,Sub-Saharan Africa,2004,11487.29,517927.0,49.08
Equatorial Guinea,Sub-Saharan Africa,2005,11999.0,529034.0,49.29
Equatorial Guinea,Sub-Saharan Africa,2006,11807.73,540109.0,49.57
Equatorial Guinea,Sub-Saharan Africa,2007,13934.25,551201.0,49.89
Equatorial Guinea,Sub-Saharan Africa,2008,14988.85,562339.0,50.25
Eritrea,Sub-Saharan Africa,1990,476.62,2996243.0,48.09
Eritrea,Sub-Saharan Africa,1991,526.15,3310098.0,48.87
Eritrea,Sub-Saharan Africa,1992,582.86,3668440.0,49.68
Eritrea,Sub-Saharan Africa,1993,658.71,3743948.0,50.53
Eritrea,Sub-Saharan Africa,1994,794.98,3815601.0,51.4
Eritrea,Sub-Saharan Africa,1995,806.51,3858978.0,52.27
Eritrea,Sub-Saharan Africa,1996,866.1,3926212.0,53.11
Eritrea,Sub-Saharan Africa,1997,913.47,4058319.0,53.9
Eritrea,Sub-Saharan Africa,1998,905.29,4183431.0,54.65
Eritrea,Sub-Saharan Africa,1999,877.61,4317425.0,55.33
Eritrea,Sub-Saharan Africa,2000,741.57,4356581.0,55.94
Eritrea,Sub-Saharan Africa,2001,775.23,4360461.0,56.5
Eritrea,Sub-Saharan Africa,2002,765.35,4414865.0,57.0
Eritrea,Sub-Saharan Africa,2003,713.58,4470145.0,57.48
Eritrea,Sub-Saharan Africa,2004,694.36,4554408.0,57.93
Eritrea,Sub-Saharan Africa,2005,685.0,4669638.0,58.37
Eritrea,Sub-Saharan Africa,2006,636.32,4786994.0,58.8
Eritrea,Sub-Saharan Africa,2007,624.3,4906585.0,59.21
Eritrea,Sub-Saharan Africa,2008,545.79,5028475.0,59.62
Ethiopia,Sub-Saharan Africa,1990,524.74,48197268.0,46.96
Ethiopia,Sub-Saharan Africa,1991,489.83,50274862.0,47.41
Ethiopia,Sub-Saharan Africa,1992,421.35,52088559.0,47.84
Ethiopia,Sub-Saharan Africa,1993,462.36,53446251.0,48.28
Ethiopia,Sub-Saharan Africa,1994,460.14,54954863.0,48.72
Ethiopia,Sub-Saharan Africa,1995,471.41,56628083.0,49.17
Ethiopia,Sub-Saharan Africa,1996,512.79,58283759.0,49.62
Ethiopia,Sub-Saharan Africa,1997,515.89,59861301.0,50.07
Ethiopia,Sub-Saharan Africa,1998,481.46,61436985.0,50.52
Ethiopia,Sub-Saharan Africa,1999,496.87,63054968.0,50.96
Ethiopia,Sub-Saharan Africa,2000,512.36,64690052.0,51.4
Ethiopia,Sub-Saharan Africa,2001,537.42,66308836.0,51.85
Ethiopia,Sub-Saharan Africa,2002,530.05,67946797.0,52.31
Ethiopia,Sub-Saharan Africa,2003,498.42,69628079.0,52.78
Ethiopia,Sub-Saharan Africa,2004,549.6,71336571.0,53.27
Ethiopia,Sub-Saharan Africa,2005,591.0,73053286.0,53.76
Ethiopia,Sub-Saharan Africa,2006,642.27,74777981.0,54.26
Ethiopia,Sub-Saharan Africa,2007,699.61,76511887.0,54.75
Ethiopia,Sub-Saharan Africa,2008,757.88,78254090.0,55.22
Gabon,Sub-Saharan Africa,1990,13944.56,937493.0,61.13
Gabon,Sub-Saharan Africa,1991,14364.38,959814.0,61.29
Gabon,Sub-Saharan Africa,1992,13522.16,985739.0,61.37
Gabon,Sub-Saharan Africa,1993,13664.83,1012516.0,61.39
Gabon,Sub-Saharan Africa,1994,13792.03,1040151.0,61.36
Gabon,Sub-Saharan Africa,1995,14105.84,1068383.0,61.27
Gabon,Sub-Saharan Africa,1996,14258.12,1096999.0,61.11
Gabon,Sub-Saharan Africa,1997,14722.84,1126189.0,60.88
Gabon,Sub-Saharan Africa,1998,14894.74,1156362.0,60.57
Gabon,Sub-Saharan Africa,1999,13276.45,1194780.0,60.24
Gabon,Sub-Saharan Africa,2000,12764.05,1235484.0,59.9
Gabon,Sub-Saharan Africa,2001,12787.09,1268125.0,59.61
Gabon,Sub-Saharan Africa,2002,12521.71,1299304.0,59.4
Gabon,Sub-Saharan Africa,2003,12610.07,1331419.0,59.3
Gabon,Sub-Saharan Africa,2004,12568.46,1363116.0,59.32
Gabon,Sub-Saharan Africa,2005,12742.0,1394307.0,59.46
Gabon,Sub-Saharan Africa,2006,12577.37,1424906.0,59.72
Gabon,Sub-Saharan Africa,2007,12920.7,1454867.0,60.07
Gabon,Sub-Saharan Africa,2008,13075.4,1484149.0,60.46
Ghana,Sub-Saharan Africa,1990,893.8,15399466.0,57.24
Ghana,Sub-Saharan Africa,1991,915.14,15837581.0,57.85
Ghana,Sub-Saharan Africa,1992,925.06,16278738.0,58.38
Ghana,Sub-Saharan Africa,1993,942.02,16784962.0,58.77
Ghana,Sub-Saharan Africa,1994,945.56,17274479.0,59.01
Ghana,Sub-Saharan Africa,1995,961.42,17669087.0,59.09
Ghana,Sub-Saharan Africa,1996,984.87,18041282.0,59.02
Ghana,Sub-Saharan Africa,1997,1005.25,18418288.0,58.83
Ghana,Sub-Saharan Africa,1998,1030.05,18819453.0,58.56
Ghana,Sub-Saharan Africa,1999,1052.28,19232823.0,58.25
Ghana,Sub-Saharan Africa,2000,1067.6,19657719.0,57.91
Ghana,Sub-Saharan Africa,2001,1088.32,20093021.0,57.57
Ghana,Sub-Saharan Africa,2002,1111.98,20550751.0,57.24
Ghana,Sub-Saharan Africa,2003,1143.69,21019630.0,56.94
Ghana,Sub-Saharan Africa,2004,1181.71,21483085.0,56.7
Ghana,Sub-Saharan Africa,2005,1225.0,21946247.0,56.54
Ghana,Sub-Saharan Africa,2006,1271.24,22409572.0,56.47
Ghana,Sub-Saharan Africa,2007,1309.88,22873338.0,56.51
Ghana,Sub-Saharan Africa,2008,1370.14,23336661.0,56.62
Guinea,Sub-Saharan Africa,1990,834.48,6278696.0,48.27
Guinea,Sub-Saharan Africa,1991,797.48,6727693.0,48.79
Guinea,Sub-Saharan Africa,1992,794.35,6990574.0,49.28
Guinea,Sub-Saharan Africa,1993,809.58,7195158.0,49.76
Guinea,Sub-Saharan Africa,1994,815.22,7431162.0,50.23
Guinea,Sub-Saharan Africa,1995,825.5,7682082.0,50.69
Guinea,Sub-Saharan Africa,1996,838.4,7949756.0,51.15
Guinea,Sub-Saharan Africa,1997,869.45,8048834.0,51.64
Guinea,Sub-Saharan Africa,1998,897.23,8174290.0,52.15
Guinea,Sub-Saharan Africa,1999,909.94,8431352.0,52.7
Guinea,Sub-Saharan Africa,2000,906.62,8638858.0,53.27
Guinea,Sub-Saharan Africa,2001,934.76,8713005.0,53.86
Guinea,Sub-Saharan Africa,2002,945.58,8807818.0,54.46
Guinea,Sub-Saharan Africa,2003,934.37,9020431.0,55.05
Guinea,Sub-Saharan Africa,2004,937.47,9234177.0,55.64
Guinea,Sub-Saharan Africa,2005,946.0,9452670.0,56.21
Guinea,Sub-Saharan Africa,2006,939.12,9690222.0,56.76
Guinea,Sub-Saharan Africa,2007,925.58,9947814.0,57.31
Guinea,Sub-Saharan Africa,2008,940.88,10211437.0,57.84
Guinea-Bissau,Sub-Saharan Africa,1990,740.35,995991.0,43.81
Guinea-Bissau,Sub-Saharan Africa,1991,759.66,1020178.0,43.96
Guinea-Bissau,Sub-Saharan Africa,1992,745.54,1050938.0,44.1
Guinea-Bissau,Sub-Saharan Africa,1993,737.76,1084327.0,44.26
Guinea-Bissau,Sub-Saharan Africa,1994,739.54,1116326.0,44.45
Guinea-Bissau,Sub-Saharan Africa,1995,754.03,1143057.0,44.66
Guinea-Bissau,Sub-Saharan Africa,1996,772.64,1165914.0,44.89
Guinea-Bissau,Sub-Saharan Africa,1997,796.66,1193708.0,45.14
Guinea-Bissau,Sub-Saharan Africa,1998,559.2,1221772.0,45.38
Guinea-Bissau,Sub-Saharan Africa,1999,590.7,1249889.0,45.61
Guinea-Bissau,Sub-Saharan Africa,2000,632.08,1278273.0,45.84
Guinea-Bissau,Sub-Saharan Africa,2001,619.45,1305832.0,46.05
Guinea-Bissau,Sub-Saharan Africa,2002,575.7,1332459.0,46.27
Guinea-Bissau,Sub-Saharan Africa,2003,560.94,1359242.0,46.48
Guinea-Bissau,Sub-Saharan Africa,2004,562.08,1386228.0,46.71
Guinea-Bissau,Sub-Saharan Africa,2005,569.0,1413446.0,46.95
Guinea-Bissau,Sub-Saharan Africa,2006,568.44,1442029.0,47.22
Guinea-Bissau,Sub-Saharan Africa,2007,557.62,1472041.0,47.51
Guinea-Bissau,Sub-Saharan Africa,2008,564.6,1502442.0,47.84
Kenya,Sub-Saharan Africa,1990,1429.0,23358413.0,59.84
Kenya,Sub-Saharan Africa,1991,1402.96,24125055.0,59.72
Kenya,Sub-Saharan Africa,1992,1341.92,25020539.0,59.43
Kenya,Sub-Saharan Africa,1993,1305.89,25813694.0,58.95
Kenya,Sub-Saharan Africa,1994,1309.87,26430941.0,58.29
Kenya,Sub-Saharan Africa,1995,1335.67,27060142.0,57.47
Kenya,Sub-Saharan Africa,1996,1361.07,27670930.0,56.52
Kenya,Sub-Saharan Africa,1997,1360.49,28263827.0,55.5
Kenya,Sub-Saharan Africa,1998,1355.29,28826109.0,54.51
Kenya,Sub-Saharan Africa,1999,1346.86,29383563.0,53.58
Kenya,Sub-Saharan Africa,2000,1318.49,29985839.0,52.82
Kenya,Sub-Saharan Africa,2001,1304.01,30652299.0,52.28
Kenya,Sub-Saharan Africa,2002,1287.51,31386842.0,51.98
Kenya,Sub-Saharan Africa,2003,1291.42,32168495.0,51.91
Kenya,Sub-Saharan Africa,2004,1317.47,32982109.0,52.08
Kenya,Sub-Saharan Africa,2005,1359.0,33829590.0,52.46
Kenya,Sub-Saharan Africa,2006,1419.87,34707817.0,53.0
Kenya,Sub-Saharan Africa,2007,1492.25,35610177.0,53.63
Kenya,Sub-Saharan Africa,2008,1488.42,36529155.0,54.3
Lesotho,Sub-Saharan Africa,1990,940.26,1721563.0,59.31
Lesotho,Sub-Saharan Africa,1991,955.97,1762702.0,59.79
Lesotho,Sub-Saharan Africa,1992,977.49,1803195.0,60.05
Lesotho,Sub-Saharan Africa,1993,991.56,1843375.0,60.0
Lesotho,Sub-Saharan Africa,1994,967.11,1882531.0,59.62
Lesotho,Sub-Saharan Africa,1995,1067.93,1919569.0,58.85
Lesotho,Sub-Saharan Africa,1996,1149.19,1953349.0,57.67
